"gene_id","keep_primary","total_count_primary","max_cpm_primary","samples_cpm_ge1_primary"
"ENSG00000183726",TRUE,165727,154.816140881023,101
"ENSG00000204178",TRUE,42620,39.0826428733092,101
"ENSG00000157978",TRUE,58137,66.0164885583309,101
"ENSG00000117643",TRUE,52118,70.751286304563,101
"ENSG00000162430",TRUE,241712,280.969910238736,101
"ENSG00000117640",TRUE,68594,70.3665429174277,101
"ENSG00000182749",TRUE,24038,43.9175877589565,101
"ENSG00000117632",TRUE,93462,169.13921693814,101
"ENSG00000158006",TRUE,29764,31.1432866631574,101
"ENSG00000158008",TRUE,1964,5.39386136196669,42
"ENSG00000158022",TRUE,1318,4.38699912808392,38
"ENSG00000175087",TRUE,15525,19.4024394581846,101
"ENSG00000197245",TRUE,15624,31.0426693706365,101
"ENSG00000142684",TRUE,13110,102.191414686134,101
"ENSG00000142675",TRUE,21950,44.2920055848134,101
"ENSG00000130695",TRUE,18373,25.9461941454116,101
"ENSG00000142669",TRUE,318104,2074.93002862715,101
"ENSG00000158062",TRUE,80359,161.865061184406,101
"ENSG00000169442",TRUE,177633,369.534093226093,101
"ENSG00000176092",TRUE,2959,11.1936266841046,72
"ENSG00000176083",TRUE,3328,12.7159015585765,70
"ENSG00000117682",TRUE,43215,44.2919879856017,101
"ENSG00000198830",TRUE,145486,159.839782536964,101
"ENSG00000117676",TRUE,118734,173.295088454547,101
"ENSG00000117713",TRUE,173931,171.134246523872,101
"ENSG00000060642",TRUE,21648,24.3345667381539,101
"ENSG00000204160",TRUE,54787,67.2208275368212,101
"ENSG00000175793",TRUE,55665,616.913831325577,101
"ENSG00000142751",TRUE,38466,36.6298494087261,101
"ENSG00000198746",TRUE,15954,23.7216622152779,101
"ENSG00000090273",TRUE,102735,167.407159062104,101
"ENSG00000131910",TRUE,1603,4.80849954853221,43
"ENSG00000175707",TRUE,7009,14.9801658712912,98
"ENSG00000253368",TRUE,18686,41.0377358490566,101
"ENSG00000158246",TRUE,20710,50.8784189374533,101
"ENSG00000090020",TRUE,79508,84.2252885979168,101
"ENSG00000142784",TRUE,112852,124.906416506572,101
"ENSG00000186501",TRUE,52079,91.1213056523374,101
"ENSG00000142765",TRUE,46586,114.45884312913,101
"ENSG00000142733",TRUE,158713,230.064150570386,101
"ENSG00000142748",TRUE,315904,880.55403336587,101
"ENSG00000174950",TRUE,8515,56.4531719049719,76
"ENSG00000181773",TRUE,3928,14.0545290403289,79
"ENSG00000158195",TRUE,331712,352.309754697162,101
"ENSG00000126705",TRUE,75190,104.120959379319,101
"ENSG00000000938",TRUE,176808,323.1338104453,101
"ENSG00000126709",TRUE,159808,579.989168119151,101
"ENSG00000009780",TRUE,26288,28.5226820299846,101
"ENSG00000117758",TRUE,151707,196.646827797886,101
"ENSG00000117751",TRUE,59128,51.5142287940173,101
"ENSG00000130775",TRUE,128390,198.250383061002,101
"ENSG00000117748",TRUE,62809,70.7463402334368,101
"ENSG00000130768",TRUE,15658,36.4551361121279,100
"ENSG00000158156",TRUE,18657,20.5050145412509,101
"ENSG00000158161",TRUE,47481,57.7541389426619,101
"ENSG00000169403",TRUE,74201,193.003031028209,101
"ENSG00000126698",TRUE,130995,123.083376848084,101
"ENSG00000130770",TRUE,77502,107.909073635621,101
"ENSG00000130766",TRUE,31974,48.2805002340509,101
"ENSG00000130772",TRUE,14535,30.7252005835981,101
"ENSG00000204138",TRUE,92650,100.278217040727,101
"ENSG00000180198",TRUE,31842,55.2274283493324,101
"ENSG00000180098",TRUE,31186,34.4905437923723,101
"ENSG00000120656",TRUE,26682,32.5096360249037,101
"ENSG00000188060",TRUE,6665,38.0135247424382,99
"ENSG00000162419",TRUE,22568,23.0157126388398,101
"ENSG00000198492",TRUE,91546,92.9558679469647,101
"ENSG00000159023",TRUE,89437,113.747033495713,101
"ENSG00000253304",TRUE,19751,27.0830170726431,101
